ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
80,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",GARAGEM,VTR: OHT0364,18418,578054,TJQA660,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MOTOROLA PRO515045W, PORTÁTIL
COMPLETO, VHF/FM.
Dt. aquisição: 25/06/2009.",BOM,"R$                                 572,00"
81,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",GARAGEM,VTR: OHL0551,18402,578018,TJQA542,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MOTOROLA PRO515045W, PORTÁTIL
COMPLETO, VHF/FM.
Dt. aquisição: 25/06/2009.",BOM,"R$                                 572,00"
82,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,8776,584565,018NJS01GD,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MÓVEL MOTOROLA EP-450 16 CANAIS,
BATERIA RESERVA, CLIP, CARREGADOR, ANTENA.
Dt. aquisição: 15/09/2008.",BOM,"R$                                 455,00"
83,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,10369,577741,672NKG00G2,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MOTOROLA PRO515045W, PORTÁTIL
COMPLETO, VHF/FM.
Dt. aquisição: 25/06/2009.",BOM,"R$                                 572,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
84,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,10372,577742,672NKG00HS,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MOTOROLA PRO515045W, PORTÁTIL
COMPLETO, VHF/FM.
Dt. aquisição: 25/06/2009.",BOM,"R$                                572,00"
85,DEDT - DELEGACIA - PORTO VELHO,SEVIC,,19774,619992,103TKC2597,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR 45W, MÓVEL COMPLETO, VHF/FM -
MARCA MOTOROLA - MODELO PRO-5100
Dt. aquisição: 25/06/2009",BOM,"R$                                572,00"
86,"DELEGACIA DE HOMICÍDIOS - PORTO
VELHO",ADMINISTRAÇÃO,,19573,594216,103TKA5599,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"ESTACÃO DE TRANSMISSÃO FIXA MOTOROLA PRO 5100 DE
TRANSMISSÃO VHF/FM
Dt. aquisição: 22/06/2009",BOM,"R$                              1 .313,00"
87,"DELEGACIA DE FURTOS E ROUBOS -
PORTO VELHO",SEVIC,,19551,620247,103TJWE008,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"ESTACÃO DE TRANSMISSÃO MOTOROLA PRO 5100 FIXA DE
TRANSMISSÃO VHF/FM (BASE TUCUMANZAL)
Dt. aquisição: 22/06/1909",BOM,"R$                              1 .313,00"
88,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,10311,577755,672NKG0083,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MOTOROLA PRO515045W, PORTÁTIL
COMPLETO, VHF/FM.
Dt. aquisição: 25/06/2009.",BOM,"R$                                 572,00"
89,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,10364,577757,672NKG00BZ,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MOTOROLA PRO515045W, PORTÁTIL
COMPLETO, VHF/FM.
Dt. aquisição: 25/06/2009.",BOM,"R$                                572,00"
90,DEAAI - PORTO VELHO,COMISSARIADO,,19580,641703,103TKA5830,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"ESTACÃO DE TRANSMISSÃO FIXA VHF/FM - MARCA MOTOROLA -
MODELO PRO 5100
Dt. aquisição: 22/06/2009",BOM,"R$                              1.310,40"
91,DERCCMA - PORTO VELHO,COMISSARIADO,,1795,667052,,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO MOTOROLA.
SEM INFORMAÇÕES NO SGA E PLANILHA.",BOM,"R$                                 468,00"
92,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,SEVIC,,8846,633853,018NJS039R,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RÁDIO TRANSCEPTOR MÓVEL MOTOROLA EP-450 16 CANAIS,
BATERIA RESERVA, CLIP, CARREGADOR, ANTENA.
Dt. aquisição: 15/09/2008.",BOM,"R$                                 455,00"
93,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,COMISSARIADO,,8917,633881,018NJS02Z3,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RÁDIO TRANSCEPTOR MÓVEL MOTOROLA EP-450 16 CANAIS,
BATERIA RESERVA, CLIP, CARREGADOR, ANTENA.
Dt. aquisição: 15/09/2008.",BOM,"R$                                 455,00"
94,DENARC - PORTO VELHO,GARAGEM,"VTR PAJERO PLACA: NDO1638
TOMB. 45194",38817,708058,103TMJ3503,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"ESTACÃO DE TRANSMISSÃO FIXA MOTOROLA PRO 5100 VHF/FM
64 CANAIS FAIXA DE FREQ. 136 A 174 MHZ
Dt. aquisição: 22/12/2011",BOM,"R$                              1.616,00"
95,DERCCMA - PORTO VELHO,SEVIC,,18332,696793,103TJQA301,"APARELHO TRANSMISSOR E RECEPTOR DE SINAIS PARA
RÁDIO E TELEVISÃO",1.2.3.1.1.01.02,"RADIO TRANSCEPTOR MÓVEL MOTOROLA PRO5100, VHF/FM,
45W, 136-174MHZ.
Dt. aquisição: 23/04/2009.",REGULAR,"R$                                 399,00"
96,"DELEGACIA DE POLÍCIA - PC -
EXTREMA","IDENTIFICAÇÃO CIVIL E
CRIMINAL",,46423,325444,,"APARELHOS E EQUIPAMENTOS PARA USO LABORATORIAL
EM GERAL",1.2.3.1.1.01.03,"FONTE DE ALIMENTAÇÃO AKIYAMA PARTE DO KIT BIO
Dt. aquisição: 18/03/2013",BOM,"R$                                 152,00"
97,"PRESIDENTE MÉDICI - DELEGACIA
DE POLÍCIA CIVIL",IDENTIFICAÇÃO,,60329,515282,,"APARELHOS E EQUIPAMENTOS PARA USO LABORATORIAL
EM GERAL",1.2.3.1.1.01.03,"KIT CENÁRIO AKIYAMA
Dt. aquisição: 13/02/2017
Convenio: SESDEC",BOM,"R$                              1 .204,00"
98,"SANTA LUZIA - DELEGACIA DE
POLÍCIA CIVIL",IDENTIFICAÇÃO,,60448,509186,52280005460,"APARELHOS E EQUIPAMENTOS PARA USO LABORATORIAL
EM GERAL",1.2.3.1.1.01.03,"KIT DE CAPTURA DE IMAGEM CANON DIGITAIS PC2256 MOD.
SX520HS
Dt. aquisição: 13/02/2017
Convenio: SESDEC",BOM,"R$                              3 .182,00"
99,"PRESIDENTE MÉDICI - DELEGACIA
DE POLÍCIA CIVIL",IDENTIFICAÇÃO,,,515325,52280006251,"APARELHOS E EQUIPAMENTOS PARA USO LABORATORIAL
EM GERAL",1.2.3.1.1.01.03,"KIT DE CAPTURA CANON DE IMAGEM DIGITAIS PC2256 MOD.
SX520HS
Dt. aquisição: 13/02/2017
Convenio: SESDEC",BOM,"R$                              3 .139,00"
100,"SÃO MIGUEL - DELEGACIA REGIONAL
DE POLÍCIA CIVIL",IDENTIFICAÇÃO,,62277,544242,BLE83871,"APARELHOS E EQUIPAMENTOS PARA USO LABORATORIAL
EM GERAL",1.2.3.1.1.01.03,"CÂMARA DE VAPORIZAÇÃO DE CIANOACRILATO (110 V) - MARCA
AIR SCIENCE
Dt. aquisição: 24/07/2018
Convênio: SESDEC
Obs.: TOMBAMENTO E.estado 19702",BOM,"R$                            2 1.960,40"
101,"VILHENA - DEAM E DEL. DO MENOR
INFRATOR",CARTÓRIO 01,,16700,585171,A20150332,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO CENTRAL C/ CONDENSADORA/
EVAPORADORA 12.000 B/MIDEA/SPLIT
Dt. aquisição: 10/12/2008
Convenio: FUNRESPOL PC",BOM,"R$                                 390,00"
102,"CORREGEDORIA (PC) - PORTO
VELHO",CORREGEDORIA,,22480,634215,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO, MIDEA, SPLIT, CENTRAL C/
CONDENSADORA/EVAPORADORA,12.000BTUS
Dt. aquisição: 26/08/2009
Convenio: SESDEC",BOM,"R$                                391,50"
103,DERCCMA - PORTO VELHO,CARTÓRIO,,16880,696221,6120323,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL MIDEA SPLIT COM
CONDENSADORA E EVAPORADORA, 24.000 BTUS.
Dt. aquisição: 23/12/2008.
Convenio: FUNRESPOL PC.",BOM,"R$                                 780,00"
104,DERCCMA - PORTO VELHO,CARTÓRIO,,16901,696222,6120367,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL MIDEA SPLIT COM
CONDENSADORA E EVAPORADORA, 24.000 BTUS.
Dt. aquisição: 23/12/2008.
Convenio: FUNRESPOL PC.",REGULAR,"R$                                 420,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
105,DERCCMA - PORTO VELHO,ADMINISTRAÇÃO,,22446,696360,308C24120098,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL MIDEA SPLIT COM
CONDENSADORA E EVAPORADORA, 12.000 BTUS.
Dt. aquisição: 26/08/2009.
Convenio: SESDEC.",BOM,"R$                                429,00"
106,DERCCMA - PORTO VELHO,SEVIC,,22464,696361,308C24120439,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL MIDEA SPLIT COM
CONDENSADORA E EVAPORADORA, 12.000 BTUS.
Dt. aquisição: 26/08/2009.",BOM,"R$                                429,00"
107,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",DELEGADO REGIONAL,,16825,314084,7726120032,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR CONDICIONADO CENTRAL MIDEA SPLIT 18.000 MIL
BTUS C/ CONDENSADORA/EVAPORADORA
Dt. aquisição: 05/01/2009
Convenio: FUNRESPOL PC",BOM,"R$                                 512,00"
108,DELEGACIA DE BURITIS,POLÍCIA CIVIL: NI/ARQUIVO,SALA 06,48110,206854,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO SPLIT DE 12000 BTUS/
EVAP.1613B10032975/COND.1613B100312276
Dt. aquisição: 12/09/2013
Convenio: SESDEC",BOM,"R$                              1 .001,00"
109,DELEGACIA DE BURITIS,"POLÍCIA CIVIL: GABINETE
DELEGADO",SALA 05,16802,206590,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA 18.000BTUS
Dt. aquisição: 23/12/2008
Convenio: FUNRESPOL PC",BOM,"R$                                 496,00"
110,"PIMENTA BUENO - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",DELEGADO ADJUNTO,,35245,557390,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"CONDENSADORA/EVAPORADORA 24.000 BTUS - MARCA
EMERALD - MODELO SPLIT
Dt. aquisição: 26/01/2011
Convênio: CONVÊNIOFUNRESPOL PC",REGULAR,"R$                                500,00"
111,"SÃO FRANCISCO - DELEGACIA DE
POLÍCIA CIVIL",IDENTIFICAÇÃO,,47097,513884,302AZVN7Y879,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO 12.000 BTUS (EVAPORADORA) - MARCA
ELETROLUX - MODELO SPLIT
Dt. aquisição: 09/04/2013
Convênio n.o 761513/2011-SENASP/MJ",BOM,"R$                                684,00"
112,"DELEGACIA DA MULHER - PORTO
VELHO",AUDITÓRIO,,22506,608195,9511130272,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL MARCA MIDEA,
MODELO SPLIT, C/ CONDENSADORA/EVAPORADORA,
60.000BTUS
Dt. aquisição: 26/08/2009",REGULAR,"R$                                854,00"
113,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ADMINISTRAÇÃO,,16911,315535,6120027,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR CONDICIONADO CENTRAL MIDEA SPLIT 24.000 MIL
BTUS C/ CONDENSADORA/EVAPORADORA
Dt. aquisição: 05/01/2009
Convenio: FUNRESPOL PC",BOM,"R$                                650,00"
114,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",DELEGADO ADJUNTO,,16915,315560,6120138,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR CONDICIONADO CENTRAL MIDEA SPLIT 24.000 MIL
BTUS C/ CONDENSADORA/EVAPORADORA
Dt. aquisição: 05/01/2009
Convenio: FUNRESPOL PC",BOM,"R$                                650,00"
115,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",CARTÓRIO 02,,47073,314510,302AZYE85714,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG 12.000 MIL BTUS (EVAPORADORA) PARTE
INTERNA
Dt. aquisição: 09/04/2013
Convenio: N.o 761513/2011-SENASP/MJ",BOM,"R$                                494,00"
116,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",CARTÓRIO,,16926,313682,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR CONDICIONADO CENTRAL MIDEA 12.000 MIL BTUS
SPLIT C/ EVAPORADORA/CONDENSADORA E CONTROLE
REMOTO
Dt. aquisição: 23/12/2008",BOM,"R$                                 416,00"
117,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ALMOXARIFADO,,4868,315958,4906B49529,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR COND. LG ZCA185BB 18.000 MIL BTUS COR BRANCA
MOD.JANELA 220 V
Dt. aquisição: 15/12/2006
Convenio: SESDEC",BOM,"R$                              1 .235,00"
118,DENARC - PC - GUAJARÁ-MIRIM,IML,IML,47138,318460,302AZWS81049,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO ELETROLUX 12.000 MIL BTUS (SOMENTE
CONDENSADORA)
Dt. aquisição: 09/04/2013
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ",BOM,"R$                                 408,00"
119,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",SEVIC,SEVIC,47109,317654,302AZVN7W015,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG SPLIT 12.000 MIL BTUS C/ EVAPORADORA
(SOMENTE PARTE INTERNA)
Dt. aquisição: 09/04/2013
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ",BOM,"R$                                228,00"
120,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",RECEPÇÃO,CORREÇÃO,16823,316347,C03800301,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO MIDEA CENTRAL C/
CONDENSADORA/EVAPORADORA 18.000BTUS MOD.SPLIT
Dt. aquisição: 23/12/2008",BOM,"R$                                 572,00"
121,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",NÚCLEO DE INTELIGENCIA,,57163,561885,E70400276/C704000,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO SPLIT, INVERTER 12.000 BTUS CICLO FRIO,
COR BRANCA, CONTROLE REMOTO SEM FIO, 220V.
ELECTROLUX
Dt. aquisição: 27/03/2017",BOM,"R$                              1 .462,50"
122,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",SEVIC,SEVIC,47110,317658,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG SPLIT 12.000 MIL BTUS C/ EVAPORADORA
(SOMENTE PARTE INTERNA)
Dt. aquisição: 09/04/2013
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ",BOM,"R$                                 228,00"
123,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",DECA,ADMINISTRAÇÃO,47088,316043,302AZLW7X544,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG PARTE INTERNA 12.000 BTUS
(EVAPORADORA) PARTE INTERNA
Dt. aquisição: 09/04/2013",BOM,"R$                                266,00"
124,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",APLICAÇÃO DA LEI,302AZXC7X578,47075,317672,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG 12.000 BTUS (EVAPORADORA) PARTE
INTERNA MOD.SPLIT
Dt. aquisição: 09/04/2013",BOM,"R$                                285,00"
125,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",TERMO CIRCUNSTANCIADO,TERMO CIRCUNSTANCIADO,48123,317745,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO CARRIER  SPLIT DE 22.000 MIL BTUS
EVAP.1413B65606 / COND.14133B57774
Dt. aquisição: 12/09/2013
Convenio: SESDEC",BOM,"R$                                798,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
126,PORTO VELHO - DECCON,ARQUIVO/ALMOXARIFADO,,35172,598691,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO MIDEA CENTRAL C/
CONDENSADORA/EVAPORADORA 9.000 BTUS MOD. SPLIT
Dt. aquisição: 26/08/2006
Convenio: SESDEC",BOM,"R$                                390,00"
127,"DELEGACIA DE POLÍCIA - PC -
EXTREMA",ALOJAMENTO FEMININO,,47071,321464,302AZKA86565,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG 12.000 BTUS (EVAPORADORA)PARTE
INTERNA MOD.SPLIT
Dt. aquisição: 09/04/2013",BOM,"R$                                 285,00"
128,"DELEGACIA DE POLÍCIA - PC -
EXTREMA",COMISSARIADO,,47077,321480,302AZFM85779,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG 12.000 BTUS (EVAPORADORA)PARTE
INTERNA MOD.SPLIT
Dt. aquisição: 09/04/2013",BOM,"R$                                 285,00"
129,"VILHENA - DEAM E DEL. DO MENOR
INFRATOR",CARTÓRIO 02,,16706,590996,C04800289,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA 12.000 BTUS /MIDEA/SPLIT
Dt. aquisição: 10/12/2008
Convenio: FUNRESPOL PC",BOM,"R$                                 364,00"
130,"DELEGACIA DE POLÍCIA - PC -
EXTREMA","IDENTIFICAÇÃO CIVIL E
CRIMINAL",,47102,325502,302AZXC7X722,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AR CONDICIONADO LG 12.000 BTUS (EVAPORADORA) PARTE
INTERNA MOD. SPLIT
Dt. aquisição: 09/04/2013",BOM,"R$                                 285,00"
131,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",CARTÓRIO,,35174,620433,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL EVAP/COND, 48000
BTUS, COM CONTROLE - MARCA MIDEA - MODELO SPLIT
Dt. aquisição: 14/02/2011
Convenio: FUNRESPOL PC",BOM,"R$                              1 .600,00"
132,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",DELEGADO TITULAR,,16772,349932,A08120547,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA,12.000 BTUS - MARCA MIDEA -
MODELO SPLIT
Dt. aquisição: 10/12/2008
CONVÊNIO FUNRESPOL PC",BOM,"R$                                 338,00"
133,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",DELEGADO TITULAR,,16703,349926,A20150059,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA,12.000 BTUS - MARCA MIDEA -
MODELO SPLIT
Dt. aquisição: 10/12/2008
CONVÊNIO FUNRESPOL PC",BOM,"R$                                 338,00"
134,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",DEPÓSITO,,18771,350292,,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO - CENTRAL DE AR
SEM DETALHES NA PLANILHA E NÃO CONSTA NO SGA",REGULAR,"R$                                338,00"
135,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",CARTÓRIO,,16709,349984,C04800841,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA,12.000 BTUS - MARCA MIDEA -
MODELO SPLIT
Dt. aquisição: 10/12/2008
CONVÊNIO FUNRESPOL PC",BOM,"R$                                338,00"
136,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",DEPÓSITO,,16770,349997,A08120565,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA,12.000 BTUS - MARCA MIDEA -
MODELO SPLIT
Dt. aquisição: 10/12/2008
CONVÊNIO FUNRESPOL PC",BOM,"R$                                 338,00"
137,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",NÚCLEO DE INTELIGÊNCIA,,16773,349918,A08120552,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"APARELHO DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA,12.000 BTUS - MARCA MIDEA -
MODELO SPLIT
Dt. aquisição: 10/12/2008
CONVÊNIO FUNRESPOL PC",BOM,"R$                                 338,00"
138,JARU - DELEGACIA REGIONAL,DEPÓSITO REGIONAL,,16821,428772,C03800665,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP.DE AR CONDICIONADO CENTRAL C/
CONDENSADORA/EVAPORADORA 18.000 BTUS MIDEA SPLIT
Dt. aquisição: 23/12/2008
Convenio: FUNRESPOL PC",BOM,"R$                                520,00"
139,JARU - DELEGACIA REGIONAL,IDENTIFICAÇÃO,,16820,428659,C03800110,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR CONDICIONADO MIDEA SPLIT CENTRAL C/
CONDENSADORA/EVAPORADORA 18.000 BTUS
Dt. aquisição: 23/12/2008
Convenio: FUNRESPOL PC",BOM,"R$                                 520,00"
140,JARU - DELEGACIA REGIONAL,DELEGADO DEAM,,16815,428638,C03800007,"AR CONDICIONADO ( EVAPORADORA E/OU
CONDENSADORA); DE JANELA",1.2.3.1.1.03.01,"AP. DE AR CONDICIONADO MIDEA SPLIT CENTRAL C/
CONDENSADORA/EVAPORADORA 18.000 BTUS
Dt. aquisição: 23/12/2008
Convenio: FUNRESPOL PC",BOM,"R$                                520,00"
